order_id,user_id,city,city_level,brand,product_id,product_type,price,quantity,order_amount,scenario,gender,age_group,member,social_touch,motive,order_date,year
9049,109048,广州,一线,喜茶,10049,水果茶,30.66,2,61.32,外卖,女,25-34岁,0,0,品质,2021-03-17,2021
9050,109049,深圳,一线,古茗,10050,燕麦茶,10.28,3,30.84,外卖,女,18-24岁,1,1,社交,2021-05-17,2021
9051,109050,株洲,三线,其余,10051,水果茶,31.63,2,63.26,外卖,女,45岁以上,1,1,社交,2021-07-22,2021
9052,109051,襄阳,三线,沪上阿姨,10052,燕麦茶,30.09,2,60.18,堂食,男,35-44岁,1,1,品质,2021-01-24,2021
9053,109052,成都,二线,奈雪,10053,水果茶,28.69,2,57.38,外卖,女,18-24岁,1,1,社交,2021-06-29,2021
9054,109053,深圳,一线,喜茶,10054,燕麦茶,32.69,3,98.07,外卖,男,18-24岁,1,1,尝鲜,2021-07-28,2021
9055,109054,杭州,二线,奈雪,10055,轻乳茶,26.29,2,52.58,自取,男,18-24岁,1,1,品质,2021-11-24,2021
9056,109055,株洲,三线,茶百道,10056,燕麦茶,29.88,1,29.88,外卖,男,18-24岁,1,1,尝鲜,2021-01-17,2021
9057,109056,成都,二线,CoCo,10057,轻乳茶,13.89,1,13.89,自取,女,25-34岁,1,1,品质,2021-12-31,2021
9058,109057,西安,二线,蜜雪冰城,10058,燕麦茶,8.57,1,8.57,外卖,男,25-34岁,1,1,品质,2021-09-24,2021
9059,109058,南昌,三线,奈雪,10059,燕麦茶,32.76,2,65.52,外卖,女,35-44岁,1,0,社交,2021-08-01,2021
9060,109059,北京,一线,奈雪,10060,轻乳茶,21.93,3,65.79,外卖,女,45岁以上,1,0,社交,2021-06-01,2021
9061,109060,襄阳,三线,沪上阿姨,10061,奶茶/芝士/其他,14.82,2,29.64,外卖,女,18-24岁,0,1,品质,2021-03-12,2021
9062,109061,广州,一线,蜜雪冰城,10062,低糖茶饮,21.89,3,65.67,外卖,女,18-24岁,0,0,尝鲜,2021-02-23,2021
9063,109062,广州,一线,喜茶,10063,水果茶,9.81,2,19.62,自取,女,25-34岁,1,0,品质,2021-05-03,2021
9064,109063,西安,二线,茶百道,10064,轻乳茶,14.32,2,28.64,外卖,女,25-34岁,0,0,尝鲜,2021-10-26,2021
9065,109064,杭州,二线,茶百道,10065,水果茶,28.65,3,85.95,外卖,女,25-34岁,1,1,尝鲜,2021-07-28,2021
9066,109065,成都,二线,沪上阿姨,10066,水果茶,10.88,1,10.88,外卖,男,45岁以上,0,1,品质,2021-12-06,2021
9067,109066,深圳,一线,古茗,10067,奶茶/芝士/其他,10.95,2,21.9,外卖,女,25-34岁,1,1,品质,2021-08-30,2021
9068,109067,成都,二线,奈雪,10068,水果茶,31.06,2,62.12,堂食,男,25-34岁,0,1,品质,2021-02-02,2021
9069,109068,杭州,二线,茶百道,10069,轻乳茶,21.35,2,42.7,堂食,女,18-24岁,0,0,品质,2021-10-10,2021
9070,109069,上海,一线,喜茶,10070,低糖茶饮,25.34,1,25.34,自取,女,18-24岁,0,0,品质,2021-05-24,2021
9071,109070,杭州,二线,古茗,10071,低糖茶饮,30.37,3,91.11,外卖,女,18-24岁,0,0,尝鲜,2021-11-05,2021
9072,109071,成都,二线,CoCo,10072,低糖茶饮,8.89,1,8.89,外卖,女,18-24岁,0,0,尝鲜,2021-08-10,2021
9073,109072,深圳,一线,喜茶,10073,低糖茶饮,19.81,3,59.43,堂食,女,18-24岁,1,1,品质,2021-10-22,2021
9074,109073,西安,二线,蜜雪冰城,10074,水果茶,26.87,1,26.87,外卖,女,18-24岁,1,1,尝鲜,2021-05-17,2021
9075,109074,深圳,一线,奈雪,10075,燕麦茶,13.47,3,40.41,外卖,女,25-34岁,0,1,品质,2021-11-26,2021
9076,109075,武汉,二线,古茗,10076,轻乳茶,8.67,2,17.34,堂食,女,25-34岁,1,1,品质,2021-12-30,2021
9077,109076,南京,二线,喜茶,10077,低糖茶饮,13.15,3,39.45,外卖,男,18-24岁,1,1,尝鲜,2021-08-09,2021
9078,109077,武汉,二线,茶百道,10078,燕麦茶,30.12,1,30.12,自取,女,25-34岁,0,0,品质,2021-11-18,2021
9079,109078,杭州,二线,蜜雪冰城,10079,轻乳茶,11.21,2,22.42,堂食,女,18-24岁,0,1,社交,2021-07-12,2021
9080,109079,上海,一线,古茗,10080,轻乳茶,9.92,1,9.92,外卖,男,18-24岁,0,1,品质,2021-11-01,2021
9081,109080,深圳,一线,古茗,10081,低糖茶饮,26.92,1,26.92,外卖,女,18-24岁,0,0,品质,2021-06-07,2021
9082,109081,杭州,二线,茶百道,10082,低糖茶饮,20.48,2,40.96,自取,男,25-34岁,1,0,社交,2021-02-15,2021
9083,109082,西安,二线,喜茶,10083,低糖茶饮,11.28,1,11.28,外卖,男,18-24岁,1,1,品质,2021-06-22,2021
9084,109083,桂林,三线,蜜雪冰城,10084,低糖茶饮,29.16,3,87.48,外卖,男,25-34岁,1,1,品质,2021-10-03,2021
9085,109084,广州,一线,古茗,10085,低糖茶饮,17.63,1,17.63,外卖,女,25-34岁,0,1,尝鲜,2021-12-25,2021
9086,109085,杭州,二线,喜茶,10086,水果茶,18.67,3,56.01,堂食,女,25-34岁,0,0,品质,2021-08-23,2021
9087,109086,深圳,一线,古茗,10087,低糖茶饮,32.52,1,32.52,外卖,女,18-24岁,0,1,品质,2021-12-08,2021
9088,109087,西安,二线,茶百道,10088,低糖茶饮,15.94,3,47.82,外卖,男,35-44岁,1,0,尝鲜,2021-05-25,2021
9089,109088,汕头,三线,蜜雪冰城,10089,轻乳茶,9.59,3,28.77,堂食,男,25-34岁,1,0,尝鲜,2021-09-10,2021
9090,109089,西安,二线,蜜雪冰城,10090,轻乳茶,21.35,3,64.05,外卖,男,25-34岁,1,0,尝鲜,2021-01-13,2021
9091,109090,武汉,二线,蜜雪冰城,10091,轻乳茶,11.52,2,23.04,外卖,男,18-24岁,0,1,尝鲜,2021-11-11,2021
9092,109091,南京,二线,喜茶,10092,燕麦茶,11.66,3,34.98,外卖,女,35-44岁,0,1,尝鲜,2021-04-17,2021
9093,109092,南京,二线,奈雪,10093,低糖茶饮,14.9,2,29.8,堂食,女,18-24岁,1,1,尝鲜,2021-07-06,2021
9094,109093,重庆,二线,喜茶,10094,水果茶,9.84,1,9.84,外卖,女,45岁以上,0,0,尝鲜,2021-03-25,2021
9095,109094,株洲,三线,奈雪,10095,低糖茶饮,22.03,1,22.03,外卖,男,35-44岁,0,1,品质,2021-05-19,2021
9096,109095,南京,二线,奈雪,10096,水果茶,30.61,1,30.61,外卖,女,18-24岁,1,1,品质,2021-08-20,2021
9097,109096,桂林,三线,蜜雪冰城,10097,低糖茶饮,21.43,1,21.43,外卖,男,25-34岁,0,1,尝鲜,2021-07-28,2021
9098,109097,深圳,一线,茶百道,10098,奶茶/芝士/其他,13.64,1,13.64,堂食,男,18-24岁,1,1,品质,2021-04-03,2021
9099,109098,南京,二线,喜茶,10099,水果茶,8.39,3,25.17,外卖,男,18-24岁,1,0,尝鲜,2021-07-12,2021
9100,109099,上海,一线,茶百道,10100,燕麦茶,18.29,3,54.87,堂食,男,18-24岁,1,0,品质,2021-06-09,2021
9101,109100,武汉,二线,喜茶,10101,奶茶/芝士/其他,9.22,2,18.44,外卖,男,18-24岁,1,0,品质,2021-09-21,2021
9102,109101,南京,二线,奈雪,10102,燕麦茶,33.5,3,100.5,自取,女,18-24岁,1,0,尝鲜,2021-06-04,2021
9103,109102,南京,二线,喜茶,10103,燕麦茶,22.87,1,22.87,外卖,女,25-34岁,0,0,尝鲜,2021-07-06,2021
9104,109103,重庆,二线,喜茶,10104,轻乳茶,30.09,3,90.27,堂食,女,18-24岁,0,0,品质,2021-11-15,2021
9105,109104,株洲,三线,古茗,10105,低糖茶饮,23.66,2,47.32,堂食,男,35-44岁,0,1,品质,2021-03-10,2021
9106,109105,汕头,三线,茶百道,10106,轻乳茶,25.12,3,75.36,堂食,女,18-24岁,1,1,尝鲜,2021-06-21,2021
9107,109106,杭州,二线,蜜雪冰城,10107,燕麦茶,10.36,3,31.08,外卖,女,25-34岁,1,0,品质,2021-09-11,2021
9108,109107,洛阳,三线,沪上阿姨,10108,奶茶/芝士/其他,25.8,1,25.8,外卖,男,25-34岁,1,0,社交,2021-01-11,2021
9109,109108,西安,二线,古茗,10109,轻乳茶,8.91,1,8.91,外卖,女,25-34岁,1,1,尝鲜,2021-12-29,2021
9110,109109,深圳,一线,奈雪,10110,燕麦茶,19.24,3,57.72,外卖,男,25-34岁,0,1,尝鲜,2021-08-19,2021
9111,109110,北京,一线,古茗,10111,低糖茶饮,26.04,2,52.08,外卖,女,25-34岁,0,1,品质,2021-03-19,2021
9112,109111,南京,二线,茶百道,10112,轻乳茶,9.52,3,28.56,外卖,男,18-24岁,1,1,尝鲜,2021-11-22,2021
9113,109112,北京,一线,茶百道,10113,水果茶,10.14,2,20.28,自取,女,25-34岁,1,0,社交,2021-03-14,2021
9114,109113,上海,一线,喜茶,10114,水果茶,10.84,2,21.68,外卖,女,25-34岁,0,1,品质,2021-04-17,2021
9115,109114,汕头,三线,茶百道,10115,燕麦茶,10.35,1,10.35,外卖,女,18-24岁,1,0,品质,2021-02-03,2021
9116,109115,西安,二线,CoCo,10116,低糖茶饮,26.17,2,52.34,外卖,女,25-34岁,1,0,社交,2021-07-14,2021
9117,109116,广州,一线,喜茶,10117,水果茶,10.75,1,10.75,外卖,男,25-34岁,1,0,尝鲜,2021-07-31,2021
9118,109117,北京,一线,喜茶,10118,低糖茶饮,13.2,1,13.2,外卖,男,18-24岁,0,1,品质,2021-07-21,2021
9119,109118,株洲,三线,其余,10119,水果茶,11.03,1,11.03,堂食,男,18-24岁,0,1,尝鲜,2021-05-25,2021
9120,109119,北京,一线,古茗,10120,燕麦茶,14.12,1,14.12,外卖,女,18-24岁,1,1,尝鲜,2021-04-26,2021
9121,109120,武汉,二线,喜茶,10121,轻乳茶,10.43,1,10.43,堂食,男,25-34岁,0,1,品质,2021-03-29,2021
9122,109121,南昌,三线,蜜雪冰城,10122,低糖茶饮,8.47,3,25.41,堂食,男,18-24岁,1,0,尝鲜,2021-11-11,2021
9123,109122,洛阳,三线,蜜雪冰城,10123,水果茶,8.71,1,8.71,堂食,女,25-34岁,1,0,品质,2021-12-15,2021
9124,109123,桂林,三线,茶百道,10124,低糖茶饮,23.13,3,69.39,堂食,女,25-34岁,1,0,社交,2021-06-28,2021
9125,109124,洛阳,三线,奈雪,10125,轻乳茶,24.96,2,49.92,堂食,男,25-34岁,1,1,品质,2021-11-26,2021
9126,109125,桂林,三线,古茗,10126,低糖茶饮,9.94,3,29.82,堂食,女,35-44岁,1,1,尝鲜,2021-06-14,2021
9127,109126,成都,二线,沪上阿姨,10127,水果茶,8.43,1,8.43,堂食,男,25-34岁,1,0,品质,2021-09-24,2021
9128,109127,广州,一线,茶百道,10128,低糖茶饮,26.36,1,26.36,外卖,男,25-34岁,1,0,尝鲜,2021-02-09,2021
9129,109128,北京,一线,蜜雪冰城,10129,轻乳茶,8.42,2,16.84,外卖,女,35-44岁,0,0,品质,2021-09-28,2021
9130,109129,深圳,一线,奈雪,10130,低糖茶饮,29.4,2,58.8,外卖,男,18-24岁,1,1,社交,2021-01-14,2021
9131,109130,南京,二线,喜茶,10131,水果茶,26.76,1,26.76,外卖,男,45岁以上,1,1,品质,2021-03-29,2021
9132,109131,广州,一线,奈雪,10132,轻乳茶,34.16,1,34.16,外卖,女,18-24岁,0,1,尝鲜,2021-12-27,2021
9133,109132,襄阳,三线,蜜雪冰城,10133,燕麦茶,14.18,2,28.36,外卖,女,35-44岁,1,1,品质,2021-07-27,2021
9134,109133,株洲,三线,古茗,10134,低糖茶饮,9.74,2,19.48,外卖,女,35-44岁,1,1,品质,2021-06-05,2021
9135,109134,株洲,三线,奈雪,10135,轻乳茶,32.05,3,96.15,外卖,女,18-24岁,0,1,尝鲜,2021-10-16,2021
9136,109135,西安,二线,古茗,10136,轻乳茶,13.03,3,39.09,外卖,女,25-34岁,1,0,品质,2021-01-01,2021
9137,109136,重庆,二线,CoCo,10137,低糖茶饮,22.32,3,66.96,外卖,女,25-34岁,1,1,尝鲜,2021-03-20,2021
9138,109137,北京,一线,茶百道,10138,轻乳茶,27.09,2,54.18,外卖,女,35-44岁,0,0,尝鲜,2021-08-31,2021
9139,109138,汕头,三线,茶百道,10139,燕麦茶,15.31,2,30.62,外卖,男,18-24岁,1,1,尝鲜,2021-02-14,2021
9140,109139,株洲,三线,奈雪,10140,燕麦茶,33.17,2,66.34,外卖,男,35-44岁,0,0,品质,2021-04-16,2021
9141,109140,北京,一线,喜茶,10141,低糖茶饮,15.2,2,30.4,外卖,女,18-24岁,1,0,社交,2021-10-25,2021
9142,109141,武汉,二线,奈雪,10142,奶茶/芝士/其他,23.75,3,71.25,外卖,女,25-34岁,1,0,品质,2021-03-07,2021
9143,109142,北京,一线,古茗,10143,低糖茶饮,27.94,2,55.88,堂食,男,18-24岁,0,0,社交,2021-02-06,2021
9144,109143,武汉,二线,茶百道,10144,燕麦茶,13.58,2,27.16,自取,女,18-24岁,0,1,品质,2021-05-10,2021
9145,109144,桂林,三线,喜茶,10145,低糖茶饮,14.79,3,44.37,堂食,男,25-34岁,0,1,社交,2021-03-14,2021
9146,109145,南昌,三线,古茗,10146,燕麦茶,8.28,3,24.84,外卖,男,45岁以上,1,1,尝鲜,2021-02-27,2021
9147,109146,重庆,二线,其余,10147,低糖茶饮,15.13,2,30.26,外卖,女,35-44岁,0,1,品质,2021-08-19,2021
9148,109147,成都,二线,茶百道,10148,低糖茶饮,33.91,3,101.73,外卖,女,25-34岁,0,0,尝鲜,2021-04-06,2021
9149,109148,上海,一线,蜜雪冰城,10149,水果茶,27.35,2,54.7,自取,女,25-34岁,1,0,尝鲜,2021-11-13,2021
9150,109149,广州,一线,蜜雪冰城,10150,燕麦茶,10.4,1,10.4,外卖,女,18-24岁,1,0,尝鲜,2021-06-03,2021
9151,109150,深圳,一线,古茗,10151,轻乳茶,9.43,3,28.29,自取,女,18-24岁,1,1,尝鲜,2021-06-05,2021
9152,109151,武汉,二线,喜茶,10152,水果茶,9.66,3,28.98,外卖,男,18-24岁,0,0,品质,2021-03-30,2021
9153,109152,广州,一线,茶百道,10153,低糖茶饮,18.88,1,18.88,外卖,男,18-24岁,1,1,尝鲜,2021-03-28,2021
9154,109153,武汉,二线,喜茶,10154,轻乳茶,13.08,2,26.16,堂食,男,18-24岁,0,0,社交,2021-08-08,2021
9155,109154,深圳,一线,茶百道,10155,燕麦茶,10.14,1,10.14,外卖,男,25-34岁,0,0,品质,2021-10-26,2021
9156,109155,武汉,二线,古茗,10156,轻乳茶,12.2,2,24.4,堂食,男,25-34岁,0,1,品质,2021-08-14,2021
9157,109156,南京,二线,蜜雪冰城,10157,燕麦茶,16.11,1,16.11,外卖,女,35-44岁,0,1,品质,2021-10-15,2021
9158,109157,株洲,三线,蜜雪冰城,10158,低糖茶饮,20.24,2,40.48,外卖,男,18-24岁,0,0,尝鲜,2021-02-26,2021
9159,109158,杭州,二线,古茗,10159,燕麦茶,8.95,3,26.85,外卖,女,45岁以上,1,0,品质,2021-11-05,2021
9160,109159,北京,一线,茶百道,10160,低糖茶饮,34.78,2,69.56,外卖,女,25-34岁,0,0,尝鲜,2021-03-20,2021
9161,109160,杭州,二线,奈雪,10161,燕麦茶,30.77,2,61.54,堂食,女,45岁以上,1,1,品质,2021-06-28,2021
9162,109161,杭州,二线,蜜雪冰城,10162,轻乳茶,29.84,1,29.84,堂食,男,35-44岁,1,0,品质,2021-03-24,2021
9163,109162,重庆,二线,喜茶,10163,水果茶,9.53,1,9.53,堂食,男,25-34岁,0,1,尝鲜,2021-06-19,2021
9164,109163,广州,一线,蜜雪冰城,10164,燕麦茶,30.45,3,91.35,外卖,男,45岁以上,1,1,社交,2021-05-14,2021
9165,109164,上海,一线,奈雪,10165,轻乳茶,16.78,1,16.78,外卖,男,25-34岁,1,0,尝鲜,2021-08-22,2021
9166,109165,深圳,一线,古茗,10166,轻乳茶,27.63,3,82.89,堂食,女,45岁以上,1,0,尝鲜,2021-07-09,2021
9167,109166,南京,二线,喜茶,10167,低糖茶饮,26.95,3,80.85,外卖,女,25-34岁,1,0,品质,2021-07-10,2021
9168,109167,西安,二线,茶百道,10168,燕麦茶,11.09,2,22.18,堂食,女,25-34岁,0,0,尝鲜,2021-06-18,2021
9169,109168,北京,一线,奈雪,10169,水果茶,32.71,1,32.71,外卖,女,45岁以上,0,1,品质,2021-10-20,2021
9170,109169,北京,一线,奈雪,10170,燕麦茶,14.33,2,28.66,堂食,男,35-44岁,1,1,品质,2021-10-07,2021
9171,109170,西安,二线,古茗,10171,轻乳茶,26.28,1,26.28,堂食,男,35-44岁,0,0,尝鲜,2021-08-13,2021
9172,109171,上海,一线,喜茶,10172,燕麦茶,32.76,3,98.28,堂食,女,25-34岁,1,1,尝鲜,2021-05-16,2021
9173,109172,深圳,一线,喜茶,10173,轻乳茶,19.19,1,19.19,堂食,男,25-34岁,0,0,品质,2021-11-24,2021
9174,109173,杭州,二线,奈雪,10174,低糖茶饮,15.0,2,30.0,堂食,女,18-24岁,1,1,尝鲜,2021-11-08,2021
9175,109174,上海,一线,沪上阿姨,10175,水果茶,18.29,2,36.58,外卖,女,25-34岁,1,0,尝鲜,2021-08-13,2021
9176,109175,杭州,二线,蜜雪冰城,10176,燕麦茶,11.38,2,22.76,外卖,女,35-44岁,0,1,社交,2021-04-17,2021
9177,109176,深圳,一线,蜜雪冰城,10177,轻乳茶,34.09,1,34.09,堂食,女,25-34岁,0,1,品质,2021-08-15,2021
9178,109177,上海,一线,喜茶,10178,水果茶,12.08,1,12.08,外卖,女,18-24岁,1,1,品质,2021-05-16,2021
9179,109178,北京,一线,喜茶,10179,水果茶,15.86,2,31.72,外卖,女,45岁以上,1,1,尝鲜,2021-07-07,2021
9180,109179,深圳,一线,奈雪,10180,水果茶,16.64,3,49.92,外卖,女,25-34岁,1,1,社交,2021-03-22,2021
9181,109180,北京,一线,古茗,10181,低糖茶饮,9.19,3,27.57,外卖,女,25-34岁,1,1,尝鲜,2021-12-25,2021
9182,109181,株洲,三线,奈雪,10182,水果茶,14.96,2,29.92,外卖,女,25-34岁,0,1,尝鲜,2021-10-11,2021
9183,109182,北京,一线,奈雪,10183,水果茶,29.94,3,89.82,外卖,女,45岁以上,1,1,品质,2021-08-05,2021
9184,109183,广州,一线,沪上阿姨,10184,燕麦茶,14.58,2,29.16,外卖,女,35-44岁,1,1,品质,2021-08-26,2021
9185,109184,重庆,二线,蜜雪冰城,10185,水果茶,34.26,3,102.78,堂食,女,25-34岁,1,0,社交,2021-07-12,2021
9186,109185,武汉,二线,古茗,10186,燕麦茶,12.27,1,12.27,自取,女,25-34岁,0,0,品质,2021-05-15,2021
9187,109186,深圳,一线,沪上阿姨,10187,轻乳茶,10.11,1,10.11,外卖,女,35-44岁,1,1,品质,2021-11-25,2021
9188,109187,重庆,二线,古茗,10188,燕麦茶,8.87,2,17.74,堂食,女,35-44岁,0,0,品质,2021-06-05,2021
9189,109188,西安,二线,蜜雪冰城,10189,水果茶,15.6,1,15.6,外卖,女,45岁以上,0,1,社交,2021-03-15,2021
9190,109189,桂林,三线,奈雪,10190,燕麦茶,13.4,2,26.8,外卖,女,35-44岁,0,0,尝鲜,2021-01-12,2021
9191,109190,杭州,二线,奈雪,10191,水果茶,28.74,3,86.22,外卖,女,35-44岁,1,1,尝鲜,2021-01-08,2021
9192,109191,西安,二线,蜜雪冰城,10192,轻乳茶,28.97,3,86.91,外卖,女,45岁以上,1,1,品质,2021-09-08,2021
9193,109192,武汉,二线,奈雪,10193,轻乳茶,21.27,1,21.27,堂食,女,18-24岁,1,0,尝鲜,2021-02-09,2021
9194,109193,汕头,三线,茶百道,10194,低糖茶饮,13.96,3,41.88,堂食,女,25-34岁,1,1,品质,2021-07-24,2021
9195,109194,汕头,三线,其余,10195,水果茶,11.39,3,34.17,外卖,女,35-44岁,0,1,品质,2021-09-04,2021
9196,109195,广州,一线,奈雪,10196,轻乳茶,29.91,3,89.73,外卖,男,25-34岁,0,0,尝鲜,2021-04-03,2021
9197,109196,北京,一线,喜茶,10197,低糖茶饮,14.74,2,29.48,外卖,女,35-44岁,0,1,品质,2021-02-05,2021
9198,109197,杭州,二线,蜜雪冰城,10198,水果茶,19.8,2,39.6,外卖,女,18-24岁,1,1,品质,2021-08-25,2021
9199,109198,南昌,三线,喜茶,10199,轻乳茶,22.35,2,44.7,外卖,女,45岁以上,0,0,尝鲜,2021-11-15,2021
9200,109199,襄阳,三线,茶百道,10200,轻乳茶,20.5,2,41.0,外卖,女,35-44岁,0,0,尝鲜,2021-10-26,2021
9201,109200,北京,一线,沪上阿姨,10201,轻乳茶,28.34,1,28.34,外卖,男,25-34岁,1,1,社交,2021-03-01,2021
9202,109201,广州,一线,茶百道,10202,燕麦茶,27.81,3,83.43,堂食,女,25-34岁,1,1,品质,2021-11-19,2021
9203,109202,广州,一线,古茗,10203,燕麦茶,30.22,2,60.44,外卖,女,25-34岁,1,0,尝鲜,2021-04-04,2021
9204,109203,杭州,二线,茶百道,10204,轻乳茶,21.31,3,63.93,外卖,男,18-24岁,1,1,尝鲜,2021-06-11,2021
9205,109204,上海,一线,茶百道,10205,轻乳茶,24.77,1,24.77,外卖,男,18-24岁,1,1,品质,2021-05-24,2021
9206,109205,杭州,二线,沪上阿姨,10206,奶茶/芝士/其他,21.44,2,42.88,外卖,女,35-44岁,1,0,尝鲜,2021-03-06,2021
9207,109206,北京,一线,蜜雪冰城,10207,低糖茶饮,16.03,3,48.09,外卖,男,18-24岁,1,0,尝鲜,2021-02-11,2021
9208,109207,上海,一线,奈雪,10208,轻乳茶,27.17,2,54.34,外卖,男,25-34岁,1,0,品质,2021-01-18,2021
9209,109208,深圳,一线,奈雪,10209,轻乳茶,20.03,1,20.03,堂食,女,45岁以上,1,1,尝鲜,2021-02-21,2021
9210,109209,西安,二线,古茗,10210,奶茶/芝士/其他,18.97,3,56.91,外卖,女,35-44岁,1,1,尝鲜,2021-05-13,2021
9211,109210,重庆,二线,奈雪,10211,轻乳茶,11.96,1,11.96,自取,男,25-34岁,0,0,品质,2021-01-20,2021
9212,109211,杭州,二线,古茗,10212,水果茶,30.84,1,30.84,堂食,男,35-44岁,1,0,品质,2021-09-02,2021
9213,109212,重庆,二线,古茗,10213,轻乳茶,13.27,3,39.81,堂食,女,35-44岁,1,1,尝鲜,2021-06-07,2021
9214,109213,西安,二线,古茗,10214,低糖茶饮,19.4,3,58.2,外卖,女,35-44岁,1,1,品质,2021-12-20,2021
9215,109214,桂林,三线,茶百道,10215,水果茶,32.95,1,32.95,堂食,男,18-24岁,1,1,社交,2021-01-15,2021
9216,109215,广州,一线,古茗,10216,低糖茶饮,17.76,1,17.76,自取,女,25-34岁,1,0,品质,2021-06-11,2021
9217,109216,广州,一线,奈雪,10217,低糖茶饮,17.12,3,51.36,外卖,女,25-34岁,1,1,社交,2021-07-24,2021
9218,109217,杭州,二线,喜茶,10218,水果茶,29.23,2,58.46,自取,女,35-44岁,1,0,尝鲜,2021-07-22,2021
9219,109218,深圳,一线,古茗,10219,燕麦茶,29.6,2,59.2,外卖,男,25-34岁,0,0,尝鲜,2021-11-24,2021
9220,109219,深圳,一线,奈雪,10220,燕麦茶,33.35,1,33.35,外卖,男,25-34岁,1,1,品质,2021-06-11,2021
9221,109220,桂林,三线,古茗,10221,水果茶,15.72,2,31.44,外卖,女,35-44岁,1,1,品质,2021-05-18,2021
9222,109221,上海,一线,古茗,10222,低糖茶饮,12.43,2,24.86,外卖,男,18-24岁,0,0,品质,2021-04-27,2021
9223,109222,广州,一线,古茗,10223,轻乳茶,16.36,3,49.08,堂食,男,35-44岁,0,1,品质,2021-05-17,2021
9224,109223,深圳,一线,沪上阿姨,10224,燕麦茶,32.6,1,32.6,外卖,男,18-24岁,1,1,品质,2021-02-23,2021
9225,109224,株洲,三线,蜜雪冰城,10225,低糖茶饮,29.05,3,87.15,外卖,女,25-34岁,0,0,社交,2021-06-01,2021
9226,109225,桂林,三线,茶百道,10226,轻乳茶,33.97,2,67.94,外卖,女,35-44岁,0,1,品质,2021-10-14,2021
9227,109226,上海,一线,蜜雪冰城,10227,轻乳茶,28.41,1,28.41,外卖,女,45岁以上,0,0,尝鲜,2021-12-07,2021
9228,109227,深圳,一线,沪上阿姨,10228,轻乳茶,23.37,3,70.11,自取,男,25-34岁,0,0,品质,2021-01-24,2021
9229,109228,洛阳,三线,奈雪,10229,低糖茶饮,24.96,2,49.92,外卖,女,25-34岁,0,1,品质,2021-11-05,2021
9230,109229,深圳,一线,古茗,10230,低糖茶饮,23.43,1,23.43,外卖,男,25-34岁,0,0,尝鲜,2021-08-22,2021
9231,109230,杭州,二线,蜜雪冰城,10231,轻乳茶,26.31,3,78.93,堂食,女,35-44岁,0,1,品质,2021-10-04,2021
9232,109231,西安,二线,其余,10232,水果茶,33.27,1,33.27,外卖,男,25-34岁,1,1,尝鲜,2021-08-06,2021
9233,109232,深圳,一线,CoCo,10233,水果茶,27.74,2,55.48,外卖,男,25-34岁,0,0,尝鲜,2021-12-22,2021
9234,109233,广州,一线,古茗,10234,水果茶,16.88,3,50.64,自取,女,18-24岁,0,1,品质,2021-03-03,2021
9235,109234,株洲,三线,茶百道,10235,低糖茶饮,28.15,3,84.45,外卖,女,25-34岁,1,0,尝鲜,2021-03-09,2021
9236,109235,杭州,二线,蜜雪冰城,10236,低糖茶饮,16.73,3,50.19,自取,女,35-44岁,0,1,尝鲜,2021-02-16,2021
9237,109236,桂林,三线,沪上阿姨,10237,低糖茶饮,21.67,2,43.34,外卖,女,18-24岁,1,0,社交,2021-03-27,2021
9238,109237,重庆,二线,CoCo,10238,水果茶,24.56,3,73.68,外卖,女,35-44岁,0,1,尝鲜,2021-01-24,2021
9239,109238,上海,一线,古茗,10239,燕麦茶,28.37,3,85.11,外卖,女,18-24岁,1,1,品质,2021-12-06,2021
9240,109239,上海,一线,茶百道,10240,轻乳茶,8.45,1,8.45,堂食,女,45岁以上,0,0,尝鲜,2021-05-23,2021
9241,109240,深圳,一线,蜜雪冰城,10241,水果茶,19.64,2,39.28,外卖,女,35-44岁,1,1,品质,2021-01-24,2021
9242,109241,株洲,三线,茶百道,10242,奶茶/芝士/其他,15.83,1,15.83,堂食,男,35-44岁,1,1,品质,2021-01-07,2021
9243,109242,杭州,二线,CoCo,10243,轻乳茶,31.01,1,31.01,外卖,男,45岁以上,1,0,品质,2021-06-06,2021
9244,109243,上海,一线,CoCo,10244,低糖茶饮,33.28,2,66.56,外卖,女,18-24岁,1,1,尝鲜,2021-02-16,2021
9245,109244,武汉,二线,喜茶,10245,低糖茶饮,29.17,2,58.34,自取,男,18-24岁,0,1,品质,2021-06-21,2021
9246,109245,深圳,一线,蜜雪冰城,10246,轻乳茶,25.56,2,51.12,外卖,男,25-34岁,0,1,社交,2021-09-16,2021
9247,109246,西安,二线,古茗,10247,燕麦茶,14.96,1,14.96,外卖,女,18-24岁,1,1,尝鲜,2021-11-05,2021
9248,109247,重庆,二线,茶百道,10248,奶茶/芝士/其他,16.59,2,33.18,堂食,女,35-44岁,0,0,品质,2021-03-07,2021
9249,109248,杭州,二线,古茗,10249,燕麦茶,22.07,1,22.07,外卖,男,18-24岁,0,1,品质,2021-12-22,2021
9250,109249,南京,二线,蜜雪冰城,10250,轻乳茶,26.65,1,26.65,堂食,女,18-24岁,0,0,尝鲜,2021-07-19,2021
9251,109250,武汉,二线,喜茶,10251,水果茶,19.19,3,57.57,外卖,女,25-34岁,0,0,品质,2021-05-28,2021
